,case:Responsible_actor,Activity,monitoringResource,question,org:resource,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,resource_multitasking,n_tasks,n_cases,n_acts,n_handoffs,ent_act,ent_case,ent_handoff,ratio_act_case,busyness,n_current_case,n_current_act,n_current_handoff,ratio_current_case,ratio_current_act,ratio_current_handoff,case:SUMleges,time:timestamp,Case ID,label
258,4901428.0,register objection and appeal periods,560925,42,560890,658.4166666666666,59758.41666666666,598,33,11,1,9,24,1,23,1,22,2,3.0752205480543715,0.0,0.1788449127168475,23.0,23.0,23,1,22,1.0,0.0434782608695652,0.9565217391304348,116.79765,2010-11-16 09:58:25+00:00,2782209,70620.0
259,4901428.0,transcript decision environmental permit to stakeholders,560925,EMPTY,560890,31.58333333333333,59790.0,630,34,11,1,10,24,1,24,1,23,2,3.120291565301285,0.0,0.1732052067491771,24.0,24.0,24,1,23,1.0,0.0416666666666666,0.9583333333333334,116.79765,2010-11-16 10:30:00+00:00,2782209,70620.0
260,4901428.0,generate publication document decision environmental permit,560925,EMPTY,560890,8.516666666666667,59798.51666666667,638,35,11,1,10,24,1,25,1,24,2,3.163424050423405,0.0,0.167944147734173,25.0,25.0,25,1,24,1.0,0.04,0.96,116.79765,2010-11-16 10:38:31+00:00,2782209,70620.0
281,4901428.0,enter senddate procedure confirmation,560925,EMPTY,560890,2181.483333333333,61980.0,1380,36,11,2,23,28,1,26,1,25,2,3.204777524132256,0.0,0.1630236294943659,26.0,13.0,26,1,25,1.0,0.0384615384615384,0.9615384615384616,116.79765,2010-11-17 23:00:00+00:00,2782209,70620.0
304,4901428.0,enter senddate decision environmental permit,560925,EMPTY,560890,1440.0,63420.0,1380,37,11,3,23,28,1,27,1,26,2,3.2444926304072963,0.0,0.1584105701317908,27.0,9.0,27,1,26,1.0,0.037037037037037,0.9629629629629628,116.79765,2010-11-18 23:00:00+00:00,2782209,70620.0
337,4901428.0,enter date publication decision environmental permit,560925,EMPTY,560890,7200.0,70620.0,1380,38,11,1,23,29,1,28,1,27,2,3.282693997278065,0.0,0.1540761036710294,28.0,3.5,28,1,27,1.0,0.0357142857142857,0.9642857142857144,116.79765,2010-11-23 23:00:00+00:00,2782209,70620.0
3,4901428.0,register submission date request,560925,EMPTY,2670601,0.0,0.0,1320,1,10,2,22,4,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,1,1,1,1.0,1.0,1.0,2302.0476,2010-10-06 22:00:00+00:00,2783345,99420.0
5,4901428.0,enter senddate procedure confirmation,560925,EMPTY,2670601,5760.0,5760.0,1320,2,10,6,22,3,1,2,1,2,2,0.6931471805599453,0.0,0.6931471805599453,2.0,0.5,2,1,1,1.0,0.5,0.5,2302.0476,2010-10-10 22:00:00+00:00,2783345,99420.0
6,4901428.0,registrer date of publishing received request,560925,EMPTY,2670601,0.0,5760.0,1320,3,10,6,22,3,1,3,1,3,2,1.0986122886681096,0.0,0.6365141682948128,3.0,0.75,3,1,2,1.0,0.3333333333333333,0.6666666666666666,2302.0476,2010-10-10 22:00:00+00:00,2783345,99420.0
7,4901428.0,enter senddate procedure confirmation,560925,EMPTY,2670601,0.0,5760.0,1320,4,10,6,22,3,1,4,1,3,2,1.039720770839918,0.0,0.5623351446188083,4.0,1.0,4,2,3,1.0,0.5,0.75,2302.0476,2010-10-10 22:00:00+00:00,2783345,99420.0
44,4901428.0,enter senddate procedure confirmation,560925,EMPTY,2670601,11520.0,17280.0,1320,5,10,0,22,8,2,6,2,3,3,0.8675632284814613,0.4505612088663046,0.8675632284814613,3.0,0.5,5,4,4,0.8333333333333334,0.6666666666666666,0.6666666666666666,2302.0476,2010-10-18 22:00:00+00:00,2783345,99420.0
272,4901428.0,enter senddate retrieve missing data,560925,EMPTY,2670601,41820.0,59100.0,1380,6,11,1,23,24,1,7,2,4,3,1.1537419427010902,0.410116318288409,0.7963116401738131,3.5,0.1707317073170731,6,1,5,0.8571428571428571,0.1428571428571428,0.7142857142857143,2302.0476,2010-11-16 23:00:00+00:00,2783345,99420.0
339,4901428.0,enter receipt of additional data,560925,24-11-2010 0:00:00,2670601,10080.0,69180.0,1380,7,11,1,23,29,2,8,2,5,3,1.3862943611198906,0.3767701612564367,0.7356219397587946,4.0,0.1666666666666666,7,1,6,0.875,0.125,0.75,2302.0476,2010-11-23 23:00:00+00:00,2783345,99420.0
500,4901428.0,phase application received,4901428,EMPTY,2670601,10707.183333333332,79887.18333333333,567,8,12,2,9,33,1,11,3,6,4,1.4205719259467045,0.7595473914748635,0.8855741515766717,3.6666666666666665,0.2,8,1,8,0.7272727272727273,0.0909090909090909,0.7272727272727273,2302.0476,2010-12-01 09:27:11+00:00,2783345,99420.0
501,4901428.0,reception through OLO,560925,True,2670601,0.1,79887.28333333334,567,9,12,2,9,33,1,12,3,7,4,1.5890269151739722,0.7214636866925115,0.8369882167858358,4.0,0.2181818181818181,9,1,9,0.75,0.0833333333333333,0.75,2302.0476,2010-12-01 09:27:17+00:00,2783345,99420.0
502,4901428.0,forward to the competent authority,560925,False,2670601,0.1,79887.38333333333,567,10,12,2,9,33,1,13,3,8,4,1.73798344858705,0.6870920273799715,0.7937300551584247,4.333333333333333,0.2363636363636363,10,1,10,0.7692307692307693,0.0769230769230769,0.7692307692307693,2302.0476,2010-12-01 09:27:23+00:00,2783345,99420.0
503,4901428.0,regular procedure without MER,560925,True,2670601,0.1166666666666666,79887.5,567,11,12,2,9,33,1,14,3,9,4,1.8711604142318063,0.6559757323365467,0.7549967581308247,4.666666666666667,0.2545454545454545,11,1,11,0.7857142857142857,0.0714285714285714,0.7857142857142857,2302.0476,2010-12-01 09:27:30+00:00,2783345,99420.0
504,4901428.0,send procedure confirmation,560925,EMPTY,2670601,0.0333333333333333,79887.53333333334,567,12,12,2,9,33,1,15,3,10,4,1.991346413410988,0.6277052571971504,0.7201248812718097,5.0,0.2727272727272727,12,1,12,0.8,0.0666666666666666,0.8,2302.0476,2010-12-01 09:27:32+00:00,2783345,99420.0
505,4901428.0,extend procedure term,560925,False,2670601,0.2666666666666666,79887.8,567,13,12,2,9,33,1,16,3,11,4,2.1006789212792607,0.6019239717322894,0.6885673693022827,5.333333333333333,0.2909090909090909,13,1,13,0.8125,0.0625,0.8125,2302.0476,2010-12-01 09:27:48+00:00,2783345,99420.0
506,4901428.0,registrer date of publishing received request,560925,EMPTY,2670601,0.0666666666666666,79887.86666666667,567,14,12,2,9,33,1,17,3,11,4,2.11928092190985,0.5783252866601273,0.6598720137848266,5.666666666666667,0.3090909090909091,14,2,14,0.8235294117647058,0.1176470588235294,0.8235294117647058,2302.0476,2010-12-01 09:27:52+00:00,2783345,99420.0
507,4901428.0,treat subcases completeness,560925,EMPTY,2670601,0.1833333333333333,79888.05,568,15,12,2,9,33,1,18,3,12,4,2.216102248091264,0.5566469035821068,0.6336632569776564,6.0,0.3272727272727272,15,1,15,0.8333333333333334,0.0555555555555555,0.8333333333333334,2302.0476,2010-12-01 09:28:03+00:00,2783345,99420.0
508,4901428.0,subcases completeness completed,560925,EMPTY,2670601,0.05,79888.1,568,16,12,2,9,33,1,19,3,13,4,2.3056573382986394,0.5366645624845252,0.6096274235960982,6.333333333333333,0.3454545454545454,16,1,16,0.8421052631578947,0.0526315789473684,0.8421052631578947,2302.0476,2010-12-01 09:28:06+00:00,2783345,99420.0
509,4901428.0,WAW permit aspect,560925,False,2670601,0.1333333333333333,79888.23333333334,568,17,12,2,9,33,1,20,3,14,4,2.38888971472958,0.5181862130502128,0.5875009311062073,6.666666666666667,0.3636363636363636,17,1,17,0.85,0.05,0.85,2302.0476,2010-12-01 09:28:14+00:00,2783345,99420.0
510,4901428.0,activities regular procedure,560925,True,2670601,0.1166666666666666,79888.35,568,18,12,2,9,33,1,21,3,15,4,2.4665771436049355,0.5010469137590966,0.5670609309552819,7.0,0.3818181818181818,18,1,18,0.8571428571428571,0.0476190476190476,0.8571428571428571,2302.0476,2010-12-01 09:28:21+00:00,2783345,99420.0
511,4901428.0,regular procedure applies,560925,EMPTY,2670601,0.0666666666666666,79888.41666666667,568,19,12,2,9,33,1,22,3,16,4,2.5393673998815784,0.4851045003909404,0.5481178804418445,7.333333333333333,0.4,19,1,19,0.8636363636363636,0.0454545454545454,0.8636363636363636,2302.0476,2010-12-01 09:28:25+00:00,2783345,99420.0
512,4901428.0,request complete,560925,False,2670601,1.7666666666666666,79890.18333333333,570,20,12,2,9,33,1,23,3,17,4,2.607805034342705,0.4702359623552492,0.530509630230027,7.666666666666667,0.4181818181818181,20,1,20,0.8695652173913043,0.0434782608695652,0.8695652173913043,2302.0476,2010-12-01 09:30:11+00:00,2783345,99420.0
513,4901428.0,term for supplying missing data,560925,42,2670601,0.4,79890.58333333333,570,21,12,2,9,33,1,24,3,18,4,2.6723516979942703,0.4563344322932884,0.5140966973399504,8.0,0.4363636363636363,21,1,21,0.875,0.0416666666666666,0.875,2302.0476,2010-12-01 09:30:35+00:00,2783345,99420.0
514,4901428.0,retrieve missing data,560925,EMPTY,2670601,0.0666666666666666,79890.65,570,22,12,2,9,33,1,25,3,19,4,2.7334017778086714,0.4433066914680871,0.4987584659128827,8.333333333333334,0.4545454545454545,22,1,22,0.88,0.04,0.88,2302.0476,2010-12-01 09:30:39+00:00,2783345,99420.0
515,4901428.0,receive additional information,560925,True,2670601,2.4,79893.05,573,23,12,2,9,33,1,26,3,20,4,2.7912945696950127,0.4310711023487769,0.4843901162380034,8.666666666666666,0.4727272727272727,23,1,23,0.8846153846153846,0.0384615384615384,0.8846153846153846,2302.0476,2010-12-01 09:33:03+00:00,2783345,99420.0
516,4901428.0,MER present in supplement,560925,False,2670601,3.083333333333333,79896.13333333333,576,24,12,2,9,33,1,27,3,21,4,2.846323859467729,0.4195558923202333,0.4709001279172662,9.0,0.4909090909090909,24,1,24,0.8888888888888888,0.037037037037037,0.8888888888888888,2302.0476,2010-12-01 09:36:08+00:00,2783345,99420.0
517,4901428.0,WAW permit aspect,560925,False,2670601,0.2166666666666666,79896.35,576,25,12,2,9,33,1,28,3,21,4,2.8492350266892004,0.4086977250743142,0.4582082379714531,9.333333333333334,0.509090909090909,25,2,25,0.8928571428571429,0.0714285714285714,0.8928571428571429,2302.0476,2010-12-01 09:36:21+00:00,2783345,99420.0
518,4901428.0,treat subcases completeness,560925,EMPTY,2670601,0.3,79896.65,576,26,12,2,9,33,1,29,3,21,4,2.8531772127889563,0.3984405075837697,0.44624376141549,9.666666666666666,0.5272727272727272,26,2,26,0.896551724137931,0.0689655172413793,0.896551724137931,2302.0476,2010-12-01 09:36:39+00:00,2783345,99420.0
519,4901428.0,subcases completeness completed,560925,EMPTY,2670601,0.0666666666666666,79896.71666666666,576,27,12,2,9,33,1,30,3,21,4,2.858006239667225,0.3887343902209295,0.4349442022582592,10.0,0.5454545454545454,27,2,27,0.9,0.0666666666666666,0.9,2302.0476,2010-12-01 09:36:43+00:00,2783345,99420.0
520,4901428.0,activities regular procedure,560925,True,2670601,0.2,79896.91666666667,576,28,12,2,9,33,1,31,3,21,4,2.8635991844539284,0.3795349255810947,0.4242540985204459,10.333333333333334,0.5636363636363636,28,2,28,0.9032258064516128,0.064516129032258,0.9032258064516128,2302.0476,2010-12-01 09:36:55+00:00,2783345,99420.0
521,4901428.0,regular procedure applies,560925,EMPTY,2670601,0.1,79897.01666666666,577,29,12,2,9,33,1,32,3,21,4,2.869850809609486,0.3708023580894878,0.4141240568744845,10.666666666666666,0.5818181818181818,29,2,29,0.90625,0.0625,0.90625,2302.0476,2010-12-01 09:37:01+00:00,2783345,99420.0
522,4901428.0,phase application receptive,4901428,EMPTY,2670601,0.4666666666666667,79897.48333333334,577,30,12,2,9,33,1,33,3,22,4,2.918679592312308,0.3625010217396757,0.4045099417736116,11.0,0.6,30,1,30,0.9090909090909092,0.0303030303030303,0.9090909090909092,2302.0476,2010-12-01 09:37:29+00:00,2783345,99420.0
523,4901428.0,request complete,560925,True,2670601,0.0,79897.48333333334,577,31,12,2,9,33,1,34,3,22,4,2.924754132168881,0.3545988275526489,0.3953721911149986,11.333333333333334,0.6181818181818182,31,2,31,0.9117647058823528,0.0588235294117647,0.9117647058823528,2302.0476,2010-12-01 09:37:29+00:00,2783345,99420.0
524,4901428.0,WAW permit aspect,560925,False,2670601,0.1,79897.58333333333,577,32,12,2,9,33,1,35,3,22,4,2.916372065829642,0.3470668257548097,0.3866752360725208,11.666666666666666,0.6363636363636364,32,3,32,0.9142857142857144,0.0857142857142857,0.9142857142857144,2302.0476,2010-12-01 09:37:35+00:00,2783345,99420.0
525,4901428.0,treat subcases content,560925,EMPTY,2670601,0.1666666666666666,79897.75,577,33,12,2,9,33,1,36,3,23,4,2.962292276009111,0.3398788304140617,0.3783870071118365,12.0,0.6545454545454545,33,1,33,0.9166666666666666,0.0277777777777777,0.9166666666666666,2302.0476,2010-12-01 09:37:45+00:00,2783345,99420.0
526,4901428.0,completed subcases content,560925,EMPTY,2670601,0.0666666666666666,79897.81666666667,577,34,12,2,9,33,1,37,3,24,4,3.0064811599930894,0.3330110964801871,0.3704785116455895,12.333333333333334,0.6727272727272727,34,1,34,0.918918918918919,0.027027027027027,0.918918918918919,2302.0476,2010-12-01 09:37:49+00:00,2783345,99420.0
527,4901428.0,article 34  WABO applies,560925,False,2670601,0.1333333333333333,79897.95,577,35,12,2,9,33,1,38,3,25,4,3.049055637408175,0.3264420409566654,0.3629234715124521,12.666666666666666,0.6909090909090909,35,1,35,0.9210526315789472,0.0263157894736842,0.9210526315789472,2302.0476,2010-12-01 09:37:57+00:00,2783345,99420.0
528,4901428.0,assessment of content completed,560925,EMPTY,2670601,0.05,79898.0,578,36,12,2,9,33,1,39,3,26,4,3.090121650024723,0.3201520013722143,0.3556980106316986,13.0,0.7090909090909091,36,1,36,0.9230769230769232,0.0256410256410256,0.9230769230769232,2302.0476,2010-12-01 09:38:00+00:00,2783345,99420.0
529,4901428.0,phase advice known,4901428,EMPTY,2670601,0.0,79898.0,578,37,12,2,9,33,1,40,3,27,4,3.129775457911637,0.3141230258900314,0.3487803849180286,13.333333333333334,0.7272727272727273,37,1,37,0.925,0.025,0.925,2302.0476,2010-12-01 09:38:00+00:00,2783345,99420.0
530,4901428.0,grounds for refusal,560925,False,2670601,0.0666666666666666,79898.06666666667,578,38,12,2,9,33,1,41,3,28,4,3.1681047533362108,0.3083386903452212,0.3421507479335112,13.666666666666666,0.7454545454545455,38,1,38,0.926829268292683,0.024390243902439,0.926829268292683,2302.0476,2010-12-01 09:38:04+00:00,2783345,99420.0
531,4901428.0,terminate on request,560925,False,2670601,0.4,79898.46666666666,578,39,12,2,9,33,1,42,3,29,4,3.2051896219002245,0.3027839382791754,0.335790946877268,14.0,0.7636363636363637,39,1,39,0.9285714285714286,0.0238095238095238,0.9285714285714286,2302.0476,2010-12-01 09:38:28+00:00,2783345,99420.0
532,4901428.0,applicant is stakeholder,560925,True,2670601,0.1,79898.56666666667,578,40,12,2,9,33,1,43,3,30,4,3.24110337504026,0.2974449406778102,0.3296843444247844,14.333333333333334,0.7818181818181819,40,1,40,0.9302325581395348,0.0232558139534883,0.9302325581395348,2302.0476,2010-12-01 09:38:34+00:00,2783345,99420.0
533,4901428.0,ask stakeholders views,560925,False,2670601,0.4166666666666667,79898.98333333334,578,41,12,2,9,33,1,44,3,31,4,3.275913273734354,0.2923089726456132,0.3238156626710652,14.666666666666666,0.8,41,1,41,0.9318181818181818,0.0227272727272727,0.9318181818181818,2302.0476,2010-12-01 09:38:59+00:00,2783345,99420.0
534,4901428.0,suspension ground applicable,560925,False,2670601,0.1,79899.08333333333,579,42,12,2,9,33,1,45,3,32,4,3.30968115981272,0.2873643046809562,0.318170846039176,15.0,0.8181818181818182,42,1,42,0.9333333333333332,0.0222222222222222,0.9333333333333332,2302.0476,2010-12-01 09:39:05+00:00,2783345,99420.0
535,4901428.0,creating environmental permit decision,4901428,EMPTY,2670601,0.0833333333333333,79899.16666666667,579,43,12,2,9,33,1,46,3,33,4,3.342464008487095,0.282600106577289,0.3127369405146779,15.333333333333334,0.8363636363636363,43,1,43,0.9347826086956522,0.0217391304347826,0.9347826086956522,2302.0476,2010-12-01 09:39:10+00:00,2783345,99420.0
536,4901428.0,by law,560925,False,2670601,0.0,79899.16666666667,579,44,12,2,9,33,1,47,3,34,4,3.374314413452782,0.2780063622733909,0.3075019869780694,15.666666666666666,0.8545454545454545,44,1,44,0.9361702127659576,0.0212765957446808,0.9361702127659576,2302.0476,2010-12-01 09:39:10+00:00,2783345,99420.0
607,4901428.0,enter senddate decision environmental permit,560925,EMPTY,560890,6560.833333333333,86460.0,1380,45,12,6,23,33,6,39,4,34,4,3.4724149807613385,0.8091115697331263,0.4373186586104318,9.75,1.95,1,3,2,0.0256410256410256,0.0769230769230769,0.0512820512820512,2302.0476,2010-12-05 23:00:00+00:00,2783345,99420.0
608,4901428.0,register date environmental permit decision,560925,EMPTY,560890,0.0,86460.0,1380,46,12,6,23,33,6,40,4,34,4,3.4547728927577257,0.8711332705993318,0.42905505047544,10.0,2.0,2,3,36,0.05,0.075,0.9,2302.0476,2010-12-05 23:00:00+00:00,2783345,99420.0
623,4901428.0,generating decision environmental permit,560925,EMPTY,560890,739.4166666666666,87199.41666666667,679,47,12,0,11,33,3,48,7,34,5,3.3929378971391726,1.2882082546637856,0.6125481396946348,6.857142857142857,2.2857142857142856,3,3,41,0.0625,0.0625,0.8541666666666666,2302.0476,2010-12-06 11:19:25+00:00,2783345,99420.0
624,4901428.0,register objection and appeal periods,560925,42,560890,0.2,87199.61666666667,679,48,12,0,11,33,3,49,7,34,5,3.3843474008497503,1.3156367699842535,0.6032283174726442,7.0,2.333333333333333,4,3,42,0.0816326530612244,0.0612244897959183,0.8571428571428571,2302.0476,2010-12-06 11:19:37+00:00,2783345,99420.0
632,4901428.0,transcript decision environmental permit to stakeholders,560925,EMPTY,560890,10.766666666666667,87210.38333333333,690,49,12,0,11,33,3,50,7,34,5,3.3765087160147984,1.3373229055104814,0.5942132442644888,7.142857142857143,2.380952380952381,5,3,43,0.1,0.06,0.86,2302.0476,2010-12-06 11:30:23+00:00,2783345,99420.0
634,4901428.0,generate publication document decision environmental permit,560925,EMPTY,560890,0.3,87210.68333333333,690,50,12,0,11,33,3,51,7,34,5,3.3693696135958584,1.354602647448227,0.5854878488858323,7.285714285714286,2.4285714285714284,6,3,44,0.1176470588235294,0.0588235294117647,0.8627450980392157,2302.0476,2010-12-06 11:30:41+00:00,2783345,99420.0
901,4901428.0,enter date publication decision environmental permit,560925,EMPTY,560890,12209.316666666668,99420.0,1380,51,12,1,23,32,7,128,12,42,6,3.371807131982984,2.261675234152118,0.5024552207900475,10.666666666666666,4.413793103448276,7,3,114,0.0546875,0.0234375,0.890625,2302.0476,2010-12-14 23:00:00+00:00,2783345,99420.0
8,560872.0,register submission date request,560872,EMPTY,560872,0.0,0.0,1320,1,10,0,22,5,2,3,2,2,2,0.6365141682948128,0.6365141682948128,0.6365141682948128,1.5,0.4285714285714285,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,111.276,2010-10-11 22:00:00+00:00,2794023,81390.13333333333
16,560872.0,phase application received,560872,EMPTY,560872,3702.383333333333,3702.383333333333,702,2,10,3,11,6,2,6,3,3,2,1.0114042647073518,1.0986122886681096,0.6931471805599453,2.0,0.6666666666666666,2,2,3,0.3333333333333333,0.3333333333333333,0.5,111.276,2010-10-14 11:42:23+00:00,2794023,81390.13333333333
17,560872.0,reception through OLO,560872,True,560872,1.1833333333333331,3703.5666666666666,703,3,10,3,11,6,2,7,3,4,2,1.2770342594661392,1.078992207877583,0.6829081047004717,2.333333333333333,0.7777777777777778,3,1,4,0.4285714285714285,0.1428571428571428,0.5714285714285714,111.276,2010-10-14 11:43:34+00:00,2794023,81390.13333333333
18,560872.0,forward to the competent authority,560872,False,560872,0.0833333333333333,3703.65,703,4,10,3,11,6,2,8,3,5,2,1.4941751382893085,1.039720770839918,0.6615632381579821,2.6666666666666665,0.8888888888888888,4,1,5,0.5,0.125,0.625,111.276,2010-10-14 11:43:39+00:00,2794023,81390.13333333333
19,560872.0,regular procedure without MER,560872,True,560872,0.1666666666666666,3703.8166666666666,703,5,10,3,11,6,2,9,3,6,2,1.6769877743224173,0.9950269901795212,0.6365141682948128,3.0,1.0,5,1,6,0.5555555555555556,0.1111111111111111,0.6666666666666666,111.276,2010-10-14 11:43:49+00:00,2794023,81390.13333333333
20,560872.0,enter senddate procedure confirmation,560872,EMPTY,560872,616.1833333333333,4320.0,1320,6,10,3,22,6,2,10,3,7,2,1.834371970281624,0.9502705392332348,0.6108643020548935,3.333333333333333,1.0,6,1,7,0.6,0.1,0.7,111.276,2010-10-14 22:00:00+00:00,2794023,81390.13333333333
33,560872.0,send procedure confirmation,560872,EMPTY,560872,773.15,5093.15,653,7,10,4,10,6,2,23,3,13,2,2.464507779299039,0.8766043020543364,0.3872123751863606,7.666666666666667,2.3,7,2,20,0.3043478260869565,0.0869565217391304,0.8695652173913043,111.276,2010-10-15 10:53:09+00:00,2794023,81390.13333333333
34,560872.0,registrer date of publishing received request,560872,EMPTY,560872,1.6166666666666667,5094.766666666666,654,8,10,4,10,6,2,24,3,13,2,2.4772628968640946,0.887694275799104,0.3767701612564367,8.0,2.4,8,2,21,0.3333333333333333,0.0833333333333333,0.875,111.276,2010-10-15 10:54:46+00:00,2794023,81390.13333333333
35,560872.0,WAW permit aspect,560872,False,560872,0.7,5095.466666666666,655,9,10,4,10,6,2,25,3,13,2,2.4906647542789067,0.8945510979978214,0.3669249912727096,8.333333333333334,2.5,9,2,22,0.36,0.08,0.88,111.276,2010-10-15 10:55:28+00:00,2794023,81390.13333333333
36,560872.0,applicant is stakeholder,560872,True,560872,0.2166666666666666,5095.683333333333,655,10,10,4,10,6,2,26,3,13,2,2.504574571642552,0.8981370031878679,0.3576271598532216,8.666666666666666,2.6,10,2,23,0.3846153846153846,0.0769230769230769,0.8846153846153846,111.276,2010-10-15 10:55:41+00:00,2794023,81390.13333333333
